title,category,price,rating,num_reviews,num_subscribers
My Forex Strategy that win consistently over and over,Finance & Accounting,8640.0,3.69,59,425
Branding You™: How to Build Your Multimedia Internet Empire,Business,8640.0,4.81,663,8730
Learn React Basics In 1 Hours,Development,8640.0,1.69,18,4582
Esmalte Semipermanente,Lifestyle,1280.0,0.0,0,0
AWS Certified Solutions Architect Associate Exam Dumps 2020,IT & Software,5440.0,4.03,20,150
QuickBooks Online and Your Business,Finance & Accounting,8640.0,4.14,42,181
Blog Mastery: 6 Killer Tactics To Success With A Blog,Business,1280.0,3.64,17,3177
C# & Unity By Example : 20+ Mini Game Development Projects,Development,8640.0,4.69,10,144
Branding Light Bulb Moments: Marketing In A Big Sea Of Noise,Lifestyle,8640.0,3.95,4,21
How to Start an Etsy T-Shirt Business in 2020 with No Costs!,IT & Software,8640.0,4.22,18,124
21 Steps to Successful Project Management,Finance & Accounting,1920.0,4.27,58,8898
The Complete Lightstream to  Youtube Live Course,Business,4800.0,4.9,7,549
Java for Intermediate Users,Development,6400.0,3.9,15,3214
Life Coach Yourself: Make 2020 Your Best Year Yet,Lifestyle,8640.0,4.61,118,997
"How To Create, Maintain, and Monetize a YouTube Channel",IT & Software,8640.0,4.36,9,88
An Introduction to Reliability Engineering,Finance & Accounting,3200.0,4.49,519,1595
Improving Employee Performance,Business,1280.0,4.56,3,13
CSS Tutorial For Beginners: Style Your Wordpress Templates,Development,2240.0,3.89,54,1185
Lash lift full tutorial,Lifestyle,7040.0,4.62,107,268
Investing The Lazy Investor Way,IT & Software,8640.0,4.32,326,4119
The Securities Trade Lifecycle,Finance & Accounting,1600.0,4.41,786,4854
The Blog Creator: How to set up a blogging home business,Business,6400.0,4.4,8,217
JavaScript Deep Dive: Explore JS (For Beginners-to-Advanced),Development,8640.0,2.85,64,4494
Practical Lync 2013 (Skype for Business),Lifestyle,1600.0,4.88,9,56
Identifying AML Suspicious Transactions,IT & Software,1600.0,4.42,183,485
Start Your Own Food Truck Business - Beginner's Guide,Finance & Accounting,1920.0,3.73,11,368
Beginner Level Tutorial: Starting a Web Hosting Business,Business,1280.0,3.95,5,32
Learn Java: Natural Language Processing with CoreNLP in Java,Development,3200.0,3.76,29,5126
Public speaking skills: a quick fix,Lifestyle,2240.0,4.49,10,1846
Real-World Programming for Kids with Python,IT & Software,1280.0,4.34,55,209
Chat Based Customer Service For Travel Consultants,Finance & Accounting,6400.0,4.2,3,6
Contract Management for Project Managers,Business,1280.0,3.82,58,167
(PMI_PBA )Business Analysis Simulation Exams  .,Development,3520.0,4.81,14,172
The Complete Microsoft Word 2016 Training For Everyone,Lifestyle,1280.0,2.96,66,2997
Learn Trello Project Management in One Hour [Fast Paced],IT & Software,1280.0,4.78,26,175
Modeling Workflow Patterns in TIBCO Business Studio,Finance & Accounting,1280.0,3.79,12,996
Conflict Management at Work: Real World Strategies & Tools,Business,6400.0,4.31,999,3476
Database modeling with golang & postgresql,Development,1280.0,2.66,204,15174
Excel Modeling 101 - 10 Dos and Don'ts,Lifestyle,6400.0,0.0,0,0
Microsoft Excel for Business Professionals,IT & Software,8640.0,4.55,465,5558
PMP Exam Preparation Course: 35 Contact Hours for PMI,Finance & Accounting,1280.0,4.47,738,1961
Designing Gamification Level 1 (Basic) + Certification,Business,1920.0,4.19,1192,28018
JUnit and Mockito Unit Testing for Java Developers,Development,8640.0,4.31,18,89
A'dan Z'ye Tinkercad ve Cura ile 3D Çizim ve 3D Baskı,Lifestyle,1280.0,4.33,30,2564
Creating Powerfull Add-Ons for NinjaTrader,IT & Software,3840.0,3.81,22,203
Crafting Your Funding Strategy,Finance & Accounting,6400.0,4.81,3,716
For Entrepreneurs - A 12 Step Formula For PR Mastery,Business,8640.0,3.27,3,68
Autonomous Robots: Path Planning,Development,7040.0,4.79,31,7115
Como HIPNOTIZAR pessoas,Lifestyle,1280.0,5.0,2,5
Investing: How to Build an All Season Portfolio,IT & Software,8640.0,4.05,6,667
Create a perfect pitch deck - technology & fintech startups,Finance & Accounting,8640.0,3.68,30,2181
Email Etiquette: Marketing Formula for Sales Communication,Business,2240.0,4.28,15,4668
React and Redux: Learn By Building Real World Projects [13H],Development,3840.0,4.25,17,755
How to Write Like Malcolm Gladwell Vol. 3,Lifestyle,8640.0,5.0,1,21
MikroTik Routing All-in-1 Video Bootcamp,IT & Software,1280.0,3.95,234,1702
The Essential Guide for Effective Managers,Finance & Accounting,4800.0,4.36,1281,3995
How to become a highly inclusive team leader or manager,Business,3200.0,4.74,6,505
Form Submission Application using Google Suite Google Script,Development,8640.0,4.27,10,3823
YouTube Earning Course : Master In Youtube,Lifestyle,1280.0,4.0,1,11
Terraform on Azure,IT & Software,2560.0,4.3,284,2248
Microsoft Dynamics 365 Financial Management Practice Tests,Finance & Accounting,2240.0,2.02,2,505
Boutique Basics: Starting & Running a fashion boutique,Business,3200.0,4.23,16,113
Develop Android Apps using Python: Kivy,Development,3200.0,3.33,55,214
"Mega Curso de Dibujo Artístico, Aprende a Dibujar Increíble",Lifestyle,4480.0,4.48,1090,3779
financial problems in marriage,IT & Software,1280.0,4.25,2,1005
PMP® Certification v6: 2 PMP Exams& Detailed PMP Math_13pdus,Finance & Accounting,3200.0,4.38,903,10623
Invest in FOREX & USA stocks (0 to Expert) LIVE Examples,Business,2560.0,3.43,7,529
"Machine Learning, Business analytics & Data Science",Development,8640.0,4.18,30,1309
Increasing Happiness - Defeating Depression,Lifestyle,1280.0,4.15,22,567
New Cisco CCNA (200-301) Volume 2: The Complete Course,IT & Software,8640.0,4.73,9,231
Manage Finance Data with Python & Pandas: Unique Masterclass,Finance & Accounting,8640.0,4.69,282,3223
HOW I PREDICTABLY FIND 7-FIGURE DROPSHIPPING PRODUCTS,Business,8640.0,4.24,158,821
"Build React forms using Formik, No more pain!",Development,1920.0,2.54,26,96
How You can Start Clothing Line and How to Design Clothes,Lifestyle,3520.0,2.57,4,34
Blockchain for beginners (Bitcoin basics for dummies),IT & Software,3520.0,3.38,75,205
How To Make Money Selling Wordpress Development Services,Finance & Accounting,8640.0,3.79,52,12856
Outsource Your Work - Run a Business by Hiring Freelancers,Business,5760.0,4.92,21,1401
Python for Beginners with Examples,Development,3840.0,4.28,8703,92224
Powerpoint Made Easy,Lifestyle,1280.0,0.0,0,5
Preparing Powerful Consulting Presentations,IT & Software,6400.0,4.53,59,507
Accounting for CA Inter Paper 1 (Module 1),Finance & Accounting,6400.0,4.48,6,51
Passive Income Masterclass:,Business,1600.0,3.25,18,5811
Java Socket Programming: Build a Chat Application,Development,1280.0,4.42,224,1782
Solidworks Mekanik Modelleme Örnekleri,Lifestyle,1280.0,3.68,85,813
Advanced Alexa,IT & Software,8640.0,4.03,24,166
Mude Sua Vida Financeira,Finance & Accounting,2240.0,3.77,79,311
Mobile App Business Plan and Start-up Documents,Business,4160.0,3.3,59,440
Matplotlib Intro with Python,Development,1280.0,4.8,33,3107
Apprenez à Vendre En Masse Grâce à La Publicité Facebook.,Lifestyle,6400.0,4.53,174,1057
Project Management using Microsoft Project,IT & Software,1280.0,4.21,43,498
New Manager Training: Collaborating With Your Team,Finance & Accounting,1280.0,4.23,38,1351
Income Tax for Beginners - Income from Capital Gain,Business,1280.0,4.22,31,1995
JavaScript for ABSOLUTE beginners! [April 2020 Edition],Development,8640.0,2.75,178,14639
"Живопись, рисование-полный курс  за 8 часов , академический",Lifestyle,2240.0,4.44,26,132
The Complete English Interview Course,IT & Software,3200.0,4.55,21,3554
The Fundamentals of Financial & Investing Literacy,Finance & Accounting,1280.0,4.22,25,104
IT Management: Communication and Motivation,Business,3200.0,4.19,21,296
"Complete Guide to Protocol Buffers 3 [Java, Golang, Python]",Development,6400.0,4.69,1618,9530
Character Creation for Games Vol. 1: Sculpting in Zbrush,Lifestyle,3840.0,4.63,177,1184
Building Your Own Security Consultancy 101,IT & Software,3200.0,4.14,16,91
Project Management for Technical Writers,Finance & Accounting,8640.0,4.59,24,120
Forex Trading made easy as ABC - With LIVE Examples - Part 1,Business,8640.0,4.16,22,1674
Testing In Agile,Development,2560.0,3.87,220,1773
Lighting Design and Human Behavior,Lifestyle,1280.0,4.02,11,59
The Wealthy Cryptocurrency Guide,IT & Software,0.0,4.16,49,3753
How to Speak for Fun & Money,Finance & Accounting,3840.0,4.45,26,605
Getting Started with Agile,Business,8000.0,3.88,3,29
"Web Development: HTML, CSS, & JavaScript for Coding Sites",Development,6400.0,3.65,12,868
AdWords (Fundamentals + Mobile Advertising) : Practice Tests,Lifestyle,5440.0,4.38,12,42
Get Life Coaching Clients with Workshops and Public Speaking,IT & Software,8640.0,4.37,100,944
Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,Finance & Accounting,1280.0,3.78,92,707
How to Succeed with Kindle Short Reads,Business,6080.0,4.54,632,3018
Learn to code by creating 14 projects with JavaScript and C#,Development,8640.0,3.66,42,672
Learning About Technology Integration in Education,Lifestyle,1280.0,2.74,7,2795
Trading with professionals: CFTC reports for private traders,IT & Software,3200.0,4.37,3,31
Product Management Fundamentals,Finance & Accounting,1280.0,4.32,410,4075
Investment Portfolio Analysis with Excel,Business,1600.0,3.6,76,590
Introduction To Big Data,Development,4160.0,3.93,80,1115
Haareschneiden mit Methode - Der Long-Bob,Lifestyle,1920.0,0.0,0,3
Complete Machine Learning and Deep Learning With H2O in R,IT & Software,8640.0,4.35,39,343
5-Step Value Investing Formula,Finance & Accounting,8640.0,4.42,151,1891
Learning Neo4j Graphs and Cypher,Business,8000.0,3.69,12,63
Laravel - Restful API with Passport Authentication,Development,1280.0,3.84,84,1284
Intro to Branding,Lifestyle,1280.0,4.48,412,1565
QuickBooks For Attorneys In A Lawfirm,IT & Software,5440.0,4.27,11,1182
Intro to Business Taxation | Breezy CPA,Finance & Accounting,5760.0,4.64,57,1286
Build Node.js Apps: Deploy & Monitor on Azure App Service,Business,8640.0,3.53,4,58
Creating Games From Scratch Using SDL 2.0,Development,1280.0,2.32,20,118
Author-preneur,Lifestyle,3200.0,0.0,0,1
SCP-500 SolarWinds Certified Professional Practice Exam,IT & Software,8640.0,3.22,5,1150
Logo Go3 ile Bilgisayarlı Ön Muhasebe,Finance & Accounting,1280.0,4.29,41,218
How to Sell Videos & Online Courses on Amazon,Business,8640.0,4.53,15,7296
Bootstrap 4 Wordpress Theme Development: HTML & JavaScript,Development,8640.0,2.66,20,2247
Email Marketing For Artists,Lifestyle,1600.0,0.0,0,3
OWASP Mobile Security Testing Top 10 Vulnerabilities,IT & Software,6400.0,3.05,15,65
How to Bring the Right Business Ideas to Life,Finance & Accounting,1280.0,4.6,20,444
Managing Staff with Challenging Behavior,Business,6400.0,4.45,31,719
Ruby on Rails Foundations,Development,1280.0,4.37,152,1042
Photoshop Lightroom CC 2020 | Fotoğraf Düzenleme Eğitim Seti,Lifestyle,5440.0,4.72,317,1186
TestNG for SDET - Bootcamp,IT & Software,8640.0,3.18,9,1314
Entrepreneurship : Quit Your Boring 9-to-5 Job & Do Business,Finance & Accounting,8640.0,4.08,107,2573
How to choose the best real estate investing niche,Business,3520.0,5.0,4,11
Azure Data Lake Storage Gen2 : Hands on Practical Demos,Development,1280.0,3.56,40,195
How To Write Irresistibly Compelling Stories,Lifestyle,1280.0,3.9,34,6134
The Complete Aliexpress Dropshipping in Shopify Guide - 2020,IT & Software,1280.0,4.57,30,4369
Establish Your Identity Online,Finance & Accounting,1280.0,4.66,4,1008
Basic Fundamentals of AC Circuit Analysis,Business,2880.0,4.58,28,173
IBM WebSphere WCM 8.5/9.0,Development,1280.0,2.87,12,283
Draw as a professional- Complete Course of Comic Art,Lifestyle,8640.0,3.27,14,79
Intro to Quantitative Financial Modeling in Excel,IT & Software,0.0,4.83,19,2450
Get your PgMP® Certification on your first attempt [4th Ed],Finance & Accounting,8640.0,4.1,508,2205
Project Management: Learn To Be Successful With Less Effort,Business,8640.0,3.44,24,1760
"MongoDB, NoSQL & Node: Mongoose, Azure & Database Management",Development,8640.0,2.17,14,2509
Game Asset Creation Modeling & Texturing a Futuristic Crate,Lifestyle,1920.0,4.65,4,98
How to trade stocks and crypto-currencies? - MACD,IT & Software,1600.0,2.14,8,988
Public Speaking Skills:  Give a Great Informational Speech,Finance & Accounting,8640.0,4.07,98,5996
How To Write a Business Plan in 7 Easy Steps,Business,1280.0,4.45,8,1194
ARCore in UNITY 3D,Development,1280.0,4.08,10,1841
Autodesk Revit MEP Essential Training (Hindi | Urdu),Lifestyle,1920.0,4.59,86,307
Tally ERP 9 with GST -  A step by step Mastery Course 2020,IT & Software,1920.0,4.44,665,19657
QuickBooks Online-Bookkeeping Business-Easy Way,Finance & Accounting,8640.0,3.84,60,7491
The Complete Forex Trading Course  For Beginners In 2020,Business,8640.0,4.28,16,44
Mobile Application Automation using Appium,Development,1280.0,3.61,15,146
Special and Healthy Recipes For your celebrations,Lifestyle,1280.0,0.0,0,21
Investing in Stocks for Beginners (NO EXPERIENCE NEEDED),IT & Software,8640.0,4.77,5,11
Lean Six Sigma Green Belt Basics: Gain Solid Understanding,Finance & Accounting,6400.0,4.32,43,4863
Trading Master 104 - The Moving Average Strategy,Business,8640.0,4.02,72,5103
The Complete VMware Horizon 7: Beginner to Advanced: 3-in-1,Development,8640.0,3.84,190,1039
Microsoft Access 2013: Beginner to Advanced,Lifestyle,2240.0,4.33,84,356
Investissement pour les débutants : de A à Z,IT & Software,0.0,4.1,38,738
B2B Sales Skills Essentials from a Sales Professional,Finance & Accounting,1280.0,3.87,14,80
From China to Amazon - A LIVE case study and complete guide,Business,6720.0,4.33,1435,10347
Design Patterns in Python,Development,6400.0,4.42,859,5738
SAP Workflow with Practise,Lifestyle,8640.0,4.77,6,45
AGILE Project Management: The Kanban Method,IT & Software,1280.0,2.14,14,276
How Entrepreneurs Turn Old Ideas Into New Possibililities,Finance & Accounting,2880.0,4.65,17,975
Introduction to Telecom Business Process,Business,1280.0,3.15,78,211
Step by Step Sass,Development,1280.0,4.13,49,377
Learn Brilliant Public Speaking in 30 Minutes,Lifestyle,6400.0,4.51,15,1047
Profitable Forex with Risk Control,IT & Software,8640.0,4.14,172,3837
GDPR Awareness - European Accredited Level 2  Certificate,Finance & Accounting,1280.0,4.4,4,8
Generational Communication in the Workplace,Business,1280.0,3.84,13,24
Learn SQL and MySQL in 3 Hours,Development,1280.0,4.76,280,2022
Blender 3D Modeling & Animation : 20+ 3D Projects in Blender,Lifestyle,8640.0,4.46,146,1063
How to Get Out of Debt & Improve Your Credit Score,IT & Software,8640.0,4.31,100,9200
Gestão Financeira Para Pequenas e Médias Empresas,Finance & Accounting,7360.0,4.56,6368,23731
Stock Market investment: Non financial fundamental analysis,Business,8640.0,3.61,33,1260
Python for Beginners: Learn Python with Practical Exercises!,Development,1280.0,3.74,252,9855
Learn in SAP how to upload Master Data (LSMW),Lifestyle,1280.0,3.62,20,600
System Center Configuration Manager (SCCM) For Beginners,IT & Software,8640.0,4.6,5616,23268
Build A Photography Portfolio Website,Finance & Accounting,1600.0,3.54,4,675
Stock Market Success : Secret Sauce - Stock Market Trading,Business,12800.0,4.62,85,2535
A Practical Guide to JavaScript From Scratch to Advanced,Development,1280.0,4.01,37,6193
Level up your Title video with a 3D element in Cinema4D,Lifestyle,3840.0,0.0,0,8
The Complete Guide To Blogging For Beginners,IT & Software,8640.0,3.23,6,2012
Create a Physical Product from Scratch and Sell it on Amazon,Finance & Accounting,1600.0,4.44,13,30
NLP for Entrepreneurs and Managers - NLP Certification 2020,Business,8640.0,3.99,58,2436
Unity Asset Store,Development,8640.0,3.81,83,4019
AutoCAD 2019 Course - Project 2D and 3D,Lifestyle,2560.0,4.47,532,2443
Risk Management using Failure Modes Effects Analysis (Ed-2),IT & Software,2240.0,4.06,307,1319
Launching Your Freelance Translation Business,Finance & Accounting,1920.0,4.63,36,157
Business Networking for Success and Company Growth: Part 4,Business,8640.0,4.47,4,2782
iOS In-App Purchase with Swift Masterclass,Development,1920.0,4.51,20,383
Automatização do Trello,Lifestyle,2560.0,3.99,40,129
Financial Planning Tutorials,IT & Software,6080.0,4.12,27,154
3-Step Writing System: Blogging & Writing Secrets [2020],Finance & Accounting,8640.0,4.15,1091,7327
Learn Data Analytics and Visualization with Tableau from A-Z,Business,1280.0,4.42,236,715
Xamarin Forms MVVM With Prism,Development,8640.0,3.98,83,371
Excel Completo  + GRÁTIS resolução de questões de Concursos,Lifestyle,2240.0,4.82,3,24
Siemens TIA Portal for KTP400 HMI Programming (PLC-SCADA-12),IT & Software,5760.0,4.36,11,113
What Has Worked In Investing,Finance & Accounting,1280.0,0.0,0,724
Cross-Cultural Communication: How To Flex Your Style,Business,8640.0,4.37,5466,11077
PHP OOP Complete Practical Course,Development,6400.0,3.76,19,4681
Healing your Heart Chakra,Lifestyle,1600.0,4.88,32,236
Azure Data Engineering - Interview Preparation Practice Test,IT & Software,1280.0,5.0,2,277
The Single Most Profitable Business - Real Estate Investing!,Finance & Accounting,8640.0,3.04,41,5108
Creating Bestsellers: Concept to Sales,Business,2560.0,4.39,13,88
Discovering Godot: Make Video Games in Python-like GDScript,Development,6400.0,4.61,3153,13370
Create a Traveling Plan in Excel,Lifestyle,0.0,4.01,135,5585
FIVERR Crusher - Succeed on Fiverr from Scratch!,IT & Software,8000.0,3.94,38,2368
The Business Writing Course,Finance & Accounting,3200.0,4.52,51,253
How to start AIRBNB during pandemic without owning property,Business,8640.0,4.53,47,157
C++: Deep learning of fundamentals in C++,Development,7040.0,4.38,18,529
Clickbank Success Without Even Having A Website,Lifestyle,8640.0,3.6,43,1665
Preço de Venda Para o Setor da Indústria,IT & Software,1280.0,3.0,1,3
Technical Analysis 101: Indicators & Strategy for Trading,Finance & Accounting,1280.0,0.0,0,2
Fiverr Reseller Academy,Business,8640.0,4.41,9,777
neural networks for sentiment and stock price prediction,Development,8640.0,4.39,114,586
Learning how to catch redclaw crayfish crawfish fishing,Lifestyle,1920.0,0.0,0,0
SPSS Essentials: Statistics made easy,IT & Software,1600.0,4.38,217,920
Enroll 50+ Superstars in Your Networking Marketing Business,Finance & Accounting,8640.0,4.18,20,3429
PMP - Simple way to learn - Based on PMBOK6,Business,8640.0,4.17,23,4953
Complete php mysql course - Learn php mysql and php oop,Development,8640.0,4.23,264,9631
Анимация бизнес-презентации в PowerPoint с нуля,Lifestyle,4800.0,4.66,9,351
The Complete Practical Touch Typing Course,IT & Software,6400.0,4.13,139,15449
Trade Based Anti Money Laundering AML Framework,Finance & Accounting,1280.0,5.0,1,9
"Cryptocurrency Investment Fundamentals | Buy, Sell & Store",Business,8640.0,4.72,724,6791
AWS For C#/.NET Developers,Development,8640.0,3.77,11,283
Excel Básico,Lifestyle,1600.0,4.53,2,5
SWIFT WORD: Microsoft Word Quick Professional Learning,IT & Software,1280.0,4.56,11,1066
"Facebook, Instagram, YouTube, Google Marketing - And Others",Finance & Accounting,1600.0,3.78,6,25
Project Management Fundamentals for Professionals,Business,8640.0,4.32,263,1521
WordPress Shortcodes Ultimate Advanced Expert,Development,6400.0,4.18,12,209
Popular Cocktail Recipes - A masterclass in cocktails,Lifestyle,1280.0,4.38,45,238
The Ultimate Commodity Channel Index Trading Strategy Course,IT & Software,6400.0,4.24,9,194
Minicurso: A ciência por trás das opções binárias,Finance & Accounting,0.0,4.45,86,853
Introduction to Statistics,Business,1280.0,4.5,68,1266
(NEW) Coding for non-programmers in Julia,Development,1600.0,4.01,58,233
Past Lives: Healing Emotional Wounds & Repeating Patterns,Lifestyle,6080.0,4.75,112,705
"Your Money, Your Expenses, Your Budget (Personal Budgeting)",IT & Software,3200.0,3.34,3,7
"Film your TV show or movie for theater, television, DVD",Finance & Accounting,1280.0,4.37,7,80
Excel Data Analytics in AML Financial Intelligence Analysis,Business,1600.0,4.38,350,1516
Java Programming for Mobile Developers - Lite,Development,1280.0,4.25,18,2886
How To Run For Local Office,Lifestyle,1920.0,0.0,0,0
How to View Modbus RS485 Data on the Web using Arduino & IoT,IT & Software,1280.0,4.67,80,444
A Complete WordPress Website Development Course,Finance & Accounting,8640.0,4.35,123,2913
A Comprehensive Guide To Distressed Mortgage Notes,Business,1280.0,3.88,56,308
New to AngularJS Automation.?Try Protractor-Best for Newbies,Development,5120.0,3.89,144,622
inDesign Building Blocks,Lifestyle,8640.0,4.87,20,105
AWS Certified SysOps Administrator - Associate 2020,IT & Software,8640.0,4.47,11448,98092
Hands-On Deep Q-Learning,Finance & Accounting,8000.0,4.05,3,39
How To Create A 5 Figure Writing Business- 2020. ZERO SKILLS,Business,3520.0,4.3,103,13456
Elasticsearch in Action,Development,1280.0,3.61,280,1568
DiSC Personality Types Leadership Training For Career Change,Lifestyle,1920.0,3.74,4,1636
Bond Valuation Mastery - Learn To Value Bonds From Scratch.,IT & Software,7680.0,4.56,357,2092
Business Networking / Face-to-Face Relationship Building,Finance & Accounting,1920.0,3.58,20,723
Business strategy evolution - looking back to move forward,Business,1280.0,4.62,9,89
The Complete Web Development Course 2020 | CMS Project,Development,8640.0,4.76,275,7838
Microsoft Teams: Discover How To Collaborate Online For Work,Lifestyle,7040.0,4.29,94,2093
The Complete Salesforce Administrator Certification Guide,IT & Software,4160.0,3.83,76,8908
Employment Law Compliance Made Easy,Finance & Accounting,1280.0,4.45,747,3175
Trading Biotech Stocks - Understanding the Healthcare Sector,Business,3520.0,3.55,104,443
How to build a website using WordPress,Development,1280.0,3.52,61,8569
Creating Crystal Grids and Combinations,Lifestyle,1280.0,4.25,34,129
Learn IP addressing and IPV4 Subnettings,IT & Software,1280.0,2.98,3,1263
Leadership | Off the Leash,Finance & Accounting,1280.0,4.29,45,366
The Business of Style Masterclass,Business,7680.0,4.61,7,60
Intro to 3d Modeling Using Blender,Development,1280.0,3.06,138,1703
Mobile App UI UX GUI Design Tutorials(모바일 앱 UX UI GUI디자인 실무),Lifestyle,5120.0,3.35,35,144
WordPress 101,IT & Software,6080.0,4.16,35,3129
How to Raise Funding for Your Start-up / Early Stage Company,Finance & Accounting,3200.0,4.54,35,211
Train The Trainer: Teamwork and Team Building,Business,6400.0,4.2,4,14
Create a Space Pinball Game in Construct 2,Development,1280.0,4.76,40,210
Curso Integral de Locución para Voice Over,Lifestyle,2240.0,4.53,140,359
Technical Analysis Using Indicators For Stock Options Forex,IT & Software,3200.0,4.29,12,1114
Curso Completo de Educação Financeira,Finance & Accounting,8640.0,4.54,1790,6185
So You Want to Work in Human Resources,Business,8640.0,4.26,23,1101
Learn Web API in 7 Days - The Ultimate Web API Tutorial,Development,6400.0,2.96,87,15418
Creating a Meaningful Life & Developing Habits of Happiness,Lifestyle,4800.0,4.36,799,5791
Oracle Cloud Infrastructure Foundations 2020 Practice sets,IT & Software,1280.0,4.34,91,346
Amazon Kindle SEO: How To Get Book Reviews & Rank In 2020,Finance & Accounting,8640.0,4.43,128,3836
Validate. Sell. Build. The Guide to Insanely Great Products!,Business,1280.0,4.31,6,758
Java for Beginners,Development,4800.0,3.51,55,1980
Web Dev 101: Zero To Hero,Lifestyle,1280.0,2.5,1,8
CCSP - Certified Cloud Security Professional Tests,IT & Software,1280.0,3.45,20,106
The Complete Business Plan Course (Includes 50 Templates),Finance & Accounting,8640.0,4.62,3576,77373
Stock Market - Swing Trading Strategies for Wall Street,Business,3200.0,2.99,12,836
Learn Node.js From Scratch,Development,1280.0,3.72,93,20515
Learn AutoCAD Electrical video lecture free,Lifestyle,0.0,4.31,55,3646
Data Warehouse Projects: A Short Course for IT Executives,IT & Software,2560.0,4.56,20,1075
How to Build an eCommerce Store for Your Clothing Brand,Finance & Accounting,1280.0,4.27,6,1209
Periscope For Business,Business,1280.0,3.88,17,8453
Comprehensive Algorithms,Development,1280.0,4.25,63,2787
Search Engine Optimization SEO Training for Marketers,Lifestyle,2880.0,0.0,0,225
Microsoft Excel from Beginner to Advanced Level,IT & Software,7680.0,4.31,6,29
Get Started With Penny Stocks -Step by Step Guide to Trading,Finance & Accounting,8640.0,3.11,143,11012
The Elevator Pitch Starter Session,Business,4480.0,4.07,8,60
HTML5 MasterClass Using Video & Audio in HTML5,Development,3200.0,4.34,18,158
Holyscapes,Lifestyle,1920.0,4.67,2,20
From complete beginner to consistent Forex professional.,IT & Software,2240.0,4.75,26,136
10 Passive Income Online Businesses - Make Money Online 2020,Finance & Accounting,3200.0,4.42,17,101
Corporate investment management: from beginner to expert.,Business,6720.0,4.36,45,269
Master Laravel PHP for Beginners and Intermediate,Development,6400.0,4.59,791,4166
How to turn a graphic t-shirt into a cosmetic bag,Lifestyle,1600.0,4.69,5,11
Treinamento Super Trader - Dólar Futuro,IT & Software,3520.0,5.0,4,6
Entrepreneur: Go Global - A Young Professional's Guide,Finance & Accounting,1280.0,3.66,18,13054
Work From Home: How to Start a Home Daycare Business,Business,2880.0,4.82,29,118
Firebase Authentication masterclass with Angular,Development,5440.0,4.0,52,6872
SketchUp DC｜動態元件,Lifestyle,8640.0,4.63,13,61
How To List More Properties In Less Time Like a Top Producer,IT & Software,3840.0,4.87,13,50
Cryptocurrency for Beginners in 2020: Buy & Sell Like a Pro,Finance & Accounting,8640.0,3.51,4,13
Introduction to Contract Management,Business,6080.0,4.47,44,205
Build A Website - WordPress 5 + Twenty Nineteen Theme 2019,Development,8640.0,4.16,21,94
Learn Microsoft Excel Charts (Basic to Advanced),Lifestyle,0.0,4.25,79,3605
Investing in Real Estate Tax Lien Certificates: Case Study,IT & Software,1600.0,4.3,64,1407
Dividend Investing Specialized Topic: REITs MasterClass,Finance & Accounting,1280.0,4.64,274,2672
Manage and Visualize Projects in Smartsheet,Business,2560.0,4.66,44,168
"Learn to Build iOS apps, Android apps, Games and Websites!",Development,1280.0,3.93,30,1950
Life Magic for All Aspects of Your Life,Lifestyle,8640.0,4.71,7,48
Passive Income: Financial Freedom in 20 Years or Less,IT & Software,1600.0,3.52,23,531
Islamic Finance - A Brief Introduction,Finance & Accounting,2240.0,4.31,57,219
Amazon Affiliate Marketing Using Authority Site (Beginners),Business,8640.0,3.73,72,645
Data Structures and Algorithms:  Deep Dive Using Java,Development,6400.0,4.39,6861,38915
Maya: Animando Caminhada de Personagem.,Lifestyle,3840.0,4.17,7,48
PL/SQL Oracle Database Administration: Server UNIX & Queries,IT & Software,8640.0,3.15,108,2382
Introducción a la Contabilidad,Finance & Accounting,1920.0,3.9,46,1254
Business Analytics,Business,3200.0,3.25,169,864
Missile Commando with Swift and Sprite Kit,Development,1920.0,4.22,22,304
Price Analytics,Lifestyle,1600.0,3.41,114,593
How to Manage Difficult Conversations at Work and at Home,IT & Software,3200.0,4.51,16,96
Accounting for Hotel Industry: A Complete Guide,Finance & Accounting,8640.0,3.56,10,28
Beyond Upwork: How to Find Freelance Clients Outside Upwork,Business,8640.0,4.71,69,391
Beginners Guide to Electron Framework,Development,2560.0,3.81,52,468
SEO: Ranking with CONTENT CREATION ONLY - 100% Google safe,Lifestyle,8640.0,3.7,23,168
What Clients Want: How to improve customer satisfaction,IT & Software,2240.0,3.97,9,152
حركة المتوسطات والتداول بالأوبشن,Finance & Accounting,2240.0,4.82,3,20
Beat the Clock: How to Manage Your Territory,Business,1280.0,4.72,21,1735
Learn ASP.Net MVC and Entity Framework (Database First),Development,8640.0,4.25,68,3235
Create a Rocky Ground Surface with both Substance and Quixel,Lifestyle,1280.0,3.0,1,11
Azure Active Directory training,IT & Software,1280.0,3.87,3,18
A Beginner's Guide to Replacing Your Job with Forex,Finance & Accounting,1280.0,3.95,470,8380
Get Credit for Your EIN That's Not Linked to Your SSN,Business,1280.0,4.55,165,804
The Absolute Beginner's Guide To Learning Unreal Engine 4!,Development,8640.0,4.63,224,1048
Sell More Online: Create Your Own Affiliate Program,Lifestyle,8640.0,4.64,34,1524
Learning Python Flask and SQL Alchemy ORM,IT & Software,6400.0,4.25,41,204
