title,category,price,rating,num_reviews,num_subscribers
Doing Well by Doing Good,Business,8640.0,4.34,8,65
Android App & Game Development :Build 6 Android Apps & Games,Development,3200.0,4.12,58,1278
Body Language for Entrepreneurs,Lifestyle,8640.0,4.62,7458,50889
GIS & QGIS Level 1: Fundamental of QGIS (3.8 Version),IT & Software,8640.0,3.83,66,214
Complete Financial Modeling & Analyst,Finance & Accounting,6400.0,3.55,52,229
Introduction to Book Keeping and Basic Accounting,Business,1280.0,3.66,43,890
Hands On Spring Boot Course - Build a FinTech App,Development,3200.0,4.41,16,124
Marketing Digital Mobile - Sua marca através do celular,Lifestyle,2560.0,4.0,1,15
NCH Express Accounts Software,IT & Software,2560.0,3.57,5,16
How to Succeed on Fiverr by Doing Freelance Work,Finance & Accounting,3200.0,3.68,117,6044
ACCA: AA (F8) - Audit and assurance,Business,6400.0,4.21,75,383
PHP & MySQL For Beginners,Development,1280.0,3.12,210,15516
"Prepare for job interview in English,Pass your job interview",Lifestyle,5120.0,0.0,0,0
Applied ISO14971 Medical Device Risk Management,IT & Software,8640.0,4.39,235,588
Launch Your Home Business - Online Business Ideas Course,Finance & Accounting,1280.0,3.98,26,545
Etsy 101: How to create Geofilters to sell on Etsy,Business,8640.0,4.77,5,38
Learn R Programming For Machine Learning and Data Science,Development,8640.0,3.42,91,11723
Kurs Microsoft Word 2016 - od Podstaw do Eksperta,Lifestyle,1920.0,4.39,51,188
Cisco OSPF Practical Labs 2020- Basic to Advanced,IT & Software,1280.0,4.36,84,846
Ace the MBA Application!,Finance & Accounting,3200.0,4.39,25,161
Do Your Own Accounts,Business,3200.0,4.59,21,168
Learn by Doing: Vue JS 2.0 the Right Way,Development,6080.0,4.29,382,1779
Deep Dive into the Planets in Astrology,Lifestyle,8640.0,4.66,3,33
FINANCE BOOT CAMP FOR ENTREPRENEURS,IT & Software,12800.0,4.52,10,1509
Dein Weg zu mehr Geld und finanzieller Freiheit,Finance & Accounting,5760.0,4.36,5,63
Inclusive Leadership: Working with Equality and Diversity,Business,8640.0,4.37,661,2531
Jira - Agile Project Management 101 -Bonus Basecamp Project,Development,6080.0,3.91,76,1788
Fabulous Fringy Updo hairstyles anyone can do!,Lifestyle,1280.0,0.0,0,50
CentOS Linux Administration,IT & Software,7680.0,4.09,25,916
Primavera Risk Analysis,Finance & Accounting,6400.0,4.36,109,516
Algorithmic Trading In Forex: Create Your First Forex Robot!,Business,8640.0,4.57,2895,20072
Oracle Certification: Mastering Java for Beginners & Experts,Development,8640.0,4.09,1029,55510
Mobile Game Development with Flash CS6 and ActionScript 3.0,Lifestyle,2560.0,4.62,4,45
The complete Splunk Beginner,IT & Software,1280.0,4.01,18,144
TOP-NOTCH Trend Based Fibonacci Trading Extension Learning,Finance & Accounting,1280.0,3.59,25,5186
Stock Option Day Trading with Chart Pattern Trading Tools,Business,8640.0,4.03,311,22443
React - Mastering Test Driven Development,Development,6400.0,4.48,1374,7510
7 Creative Leadership Skills that Drive Change,Lifestyle,0.0,4.38,2523,43709
BIM Mastering Geometry on Revit with Dynamo Samples and Uses,IT & Software,4160.0,4.44,96,827
Foundations in data analysis: techniques to unlock insights,Finance & Accounting,2880.0,4.0,12,61
Working the Crowd: Know the Fundamentals,Business,2240.0,4.25,50,315
Introduction to Shaders in Unity3D with Shader Graph,Development,1280.0,4.36,47,351
Facebook Marketing & Ads Mastery 2020,Lifestyle,1280.0,3.35,67,7837
The Trading Academy Trading Course,IT & Software,8000.0,0.0,0,2
Fiverr for Beginners Secret Tricks - Fiverr Ultimate Guide,Finance & Accounting,1280.0,3.78,25,80
Learn this Killer Sales Process and Close Massive Deals Now!,Business,4800.0,3.35,42,3206
Learn Coding: C++ & Python,Development,7040.0,4.04,30,2171
Photoshop 2020 - The Ultimate Beginner's Course,Lifestyle,3200.0,5.0,6,30
How Do I Fight a DUI charge? Attorneys and Lawyers in Canada,IT & Software,6400.0,4.88,13,42
CIPS Level 4 Diploma: Commercial Contracting (L4M3),Finance & Accounting,1600.0,4.22,9,40
"Spiritual Insights for Businesses, Leaders and Entrepreneurs",Business,1920.0,4.67,49,704
Artificial Intelligence - Getting started with AI and ML,Development,1600.0,3.73,26,128
Mastering Time Management For a Successful Person 2019,Lifestyle,3200.0,0.0,0,3
הביטקוין לא לבדו - מטבעות וירטואלים נוספים,IT & Software,1280.0,0.0,0,0
ACCA Financial Management (FM),Finance & Accounting,4800.0,4.66,9,78
Internet of Things Business Impact,Business,3200.0,4.32,240,1267
Complete Angular Course: Go From Zero To Hero,Development,8640.0,2.12,106,23253
FAA Part 107 Exam Prep with Quizlet and PDF Study Materials,Lifestyle,1280.0,4.33,5,23
Introduction To Microsoft Azure: Virtual Machines (IaaS),IT & Software,1280.0,3.22,22,1657
Create and sell animated videos in minutes using PowerPoint,Finance & Accounting,8640.0,3.74,214,3406
Make Living Working from Home with 120 Real Companies,Business,3200.0,2.26,3,33
Programming in C - The Complete Course,Development,4800.0,4.38,925,4168
Estructura del plan de Social Media,Lifestyle,1280.0,3.52,3,6
"Legalidad y fiscalidad de Blockchain, Fintech, Criptomonedas",IT & Software,1920.0,3.87,12,62
Technical Analysis Fundamentals: Reading Stock Charts,Finance & Accounting,8640.0,4.02,86,1296
Design of Experiment-DOE with Minitab for Product Design,Business,1920.0,3.94,6,33
Introduction to Oracle SQL,Development,1280.0,3.86,71,6138
2020 Wordpress SEO Masterclass: Free Traffic to your Website,Lifestyle,1920.0,3.69,2,14
RedHat Certified Engineer (RHCE) Practice Exams For 2020,IT & Software,2240.0,2.95,14,1324
PMP: The Complete PMP Course & Practice Exam PMI PMBOK 6 '20,Finance & Accounting,8640.0,4.37,721,5166
How to Trade the Stock Market - For School Students,Business,1280.0,3.81,31,145
The Complete JavaScript Bootcamp,Development,8640.0,4.36,164,2185
Tap In: How to Create a Foolproof Tapping Sequence,Lifestyle,2240.0,3.5,1,5
Take the SAT or ACT Free!,IT & Software,1920.0,0.0,0,7
The People Side of Change Management,Finance & Accounting,3200.0,3.39,86,335
Financial Accounting Plus Excel and SAP Crash Course.,Business,1280.0,3.53,31,128
"Flutter Complete with Dart, Firebase & built Weather App",Development,8640.0,4.28,33,20563
Access VBA: The Beginner's Blueprint to Programming Access,Lifestyle,8640.0,4.57,315,2665
MBA from Walt Disney Business Course,IT & Software,1280.0,3.52,4,651
Your Craft Business: A Step by Step Guide,Finance & Accounting,3200.0,4.55,146,852
"Zero To Viral: Conceive, Launch & Scale Your Startup Ideas",Business,8640.0,4.18,21,5660
The Complete ServiceNow Developer Course,Development,8640.0,4.42,2727,13597
"Do Zero a WebDesigner c Guilherme: Html5, Css3, Js, Php, SQL",Lifestyle,8640.0,4.5,54,213
The STATA OMNIBUS: Regression and Modelling with STATA,IT & Software,2560.0,4.41,35,177
Strategies for Finding New Web Design & SEO Clients in 2020,Finance & Accounting,8640.0,4.53,156,1354
Short Selling Stocks Masterclass,Business,8640.0,3.77,7,1107
Create A 3D Game In Augmented Reality | Step-By-Step Videos,Development,2880.0,4.76,125,934
photoshop - Cover Designing,Lifestyle,8640.0,5.0,1,4
1Z0-1084-20 Oracle Cloud Infrastructure Developer Associate,IT & Software,1280.0,4.21,32,133
How to Start An Online T-Shirt Business Using Shopify,Finance & Accounting,1280.0,4.02,65,1049
Flawless Webinar Hosting: Gain Confidence And Effectiveness!,Business,8640.0,4.72,11,1486
Website Development With MODX CMS,Development,1280.0,4.5,10,1833
Marketo for Managers,Lifestyle,12800.0,4.29,175,743
Behavioral Finance: Why People Are Bad With Money,IT & Software,8640.0,4.08,12,1049
CMA Exam#1 IN-Depth Review of Budgeting& Forecasting,Finance & Accounting,1280.0,3.97,12,674
Measurement System Analysis (MSA) for Quality / Operations,Business,2880.0,4.2,15,55
C# Advanced Programming OOP,Development,8640.0,2.91,13,2332
Über 20 praktische Tipps für effiziente E-Mails im Team,Lifestyle,1920.0,4.3,6,60
How to Sell Without Discounting,IT & Software,3200.0,4.09,11,23
Xero Online Cloud Accounting Complete Training Course 2020,Finance & Accounting,8640.0,4.69,11,536
Cryptocurrency  101: Invest & Trade Like a Pro,Business,8640.0,4.36,15,35
Complete Time Series Analysis With Python,Development,8640.0,4.16,615,3299
Kurs SEO ALL-In-ONE | Libër kurs instrumente dhe asistence,Lifestyle,8640.0,0.0,0,0
IT Support Training: Master IT Support with Active Directory,IT & Software,1280.0,4.07,20,128
How to Set Up a Walmart to eBay Dropshipping Business,Finance & Accounting,6400.0,3.97,333,1658
Complete Health and Safety Auditor Course. OHSAS 18001.,Business,2240.0,4.39,988,2612
Java Web Services & Java EE Microservices: JSP Servlets JBDC,Development,8640.0,4.03,115,2604
Microsoft Excel - Power Of Macros In 60 Minutes,Lifestyle,1280.0,4.01,26,657
Quick dive into R,IT & Software,3200.0,3.67,85,2345
Shopify Dropshipping - Make 2k a day with consistent profit,Finance & Accounting,8640.0,4.83,4,47
Agile Scrum: Learn to use Scrum for Beginners,Business,7040.0,3.92,40,2498
Foundation for Oracle Database Administrator (DBA),Development,5440.0,3.76,47,1769
葡萄酒护照 Nº1,Lifestyle,1280.0,4.39,5,19
Digital Media Fundamentals Vol. 2,IT & Software,1280.0,4.79,6,894
The Complete Public Speaking Certification Program (Part 1),Finance & Accounting,8640.0,4.3,246,1871
How To Find Carriers,Business,8640.0,4.52,77,494
QuickStart! - phpMyAdmin,Development,1280.0,4.06,22,88
A Complete Guide to Building Your Network by Keith Ferrazzi,Lifestyle,6400.0,4.17,1172,5288
Income Tax Preparation When You're Self-Employed,IT & Software,6400.0,4.11,38,193
Erfolgreich die eigenen Finanzen verwalten in 7 Schritten,Finance & Accounting,1920.0,3.92,5,51
Easy 5-Step Fibonacci Swing Trading System,Business,1280.0,4.2,177,1646
How to create a Flappy Bird inspired iPhone game in Swift 2,Development,8640.0,3.78,30,3123
Positive Self Talk For Goal Achievement,Lifestyle,2560.0,4.12,5,1050
Freelance Writing: Start Your Freelance Writing Career,IT & Software,8640.0,4.1,40,1452
Ally Up: Using allyship to advance diversity & inclusion,Finance & Accounting,12800.0,4.56,1040,2306
Sports Leadership and management,Business,1280.0,4.51,110,262
Getting Started with iOS 9 Development,Development,8640.0,4.45,29,1588
Procreate Academy. Aprende Dibujo Digital en tu Ipad desde 0,Lifestyle,8640.0,4.56,521,1789
Professional Scrum Master Certification Prep (PSM 2),IT & Software,1920.0,4.34,36,392
Mining Cryptocurrencies and Bitcoin for Best Profit,Finance & Accounting,1280.0,3.59,22,142
How To Crowdfund,Business,1280.0,4.15,26,96
Easily Build A WordPress Website - Avada Theme,Development,1280.0,4.56,104,1957
Learn How to Manage Anxiety,Lifestyle,1280.0,3.47,4,495
Энергия Денег -эффективное управление денежными потоками,IT & Software,8640.0,4.09,5,35
Troubled Project Recovery,Finance & Accounting,8640.0,4.3,11,75
How to Start a Profitable Tutoring Business: Online tutoring,Business,2240.0,4.7,31,95
Build Location Based Augmented Reality Apps with Mapbox,Development,8640.0,3.23,82,709
Excel Basic Keyboard Shortcuts (Skills by Drills),Lifestyle,2880.0,4.69,24,2059
The Complete Apache Tomcat Web Server Course,IT & Software,8640.0,3.79,403,2896
eBay Dropshipping (The Smart Way) - LukeProfits,Finance & Accounting,1280.0,4.1,109,6179
Employee Engagement Management Coaching Certificate,Business,8640.0,4.38,566,2593
A Beginner's Guide to Augmented Reality with Unity,Development,1280.0,4.55,727,6123
"Google Ads Para Vendas, captura de Clientes, leads e Emails",Lifestyle,1280.0,2.89,5,18
CEA ANBIMA  - Preparatório para a certificação,IT & Software,1600.0,3.2,7,33
The Ultimate Mystery Writing Course for Kids,Finance & Accounting,1280.0,4.33,205,1038
Difficult Conversations at Work Made Easier,Business,5760.0,4.31,473,1492
Absolute Introduction to Object Oriented Programming in Java,Development,5440.0,4.5,3892,23977
Diseña el sistema visual y la papelería de una marca,Lifestyle,1600.0,4.08,16,93
Web Application Hacking Course For Beginners,IT & Software,8640.0,3.01,68,12216
Strategies for Creating Multiple Business Online,Finance & Accounting,1280.0,3.66,31,4791
Become a social entrepreneur,Business,8640.0,3.74,19,1169
AWS Mobile with Google Dart,Development,1280.0,4.36,20,1145
"Texturing and Baking Game Assets in ZBrush, xNormal and nDo",Lifestyle,1280.0,4.15,18,264
Aprenda a operar no mercado de ações,IT & Software,8000.0,4.7,40,108
"Bank Reconciliations, & Cash Internal Controls-Practice Test",Finance & Accounting,1280.0,0.0,0,720
Bank Reconciliation & VAT on Excel,Business,1600.0,3.74,115,441
Data Visualization with MATLAB - Projects and Examples,Development,8640.0,4.04,254,3042
Mind Mapping Mastery –> Effective Mind Maps -> Step by Step,Lifestyle,8640.0,4.32,3004,28052
DISCovering Communication Styles,IT & Software,8640.0,3.72,11,64
How to Start a Successful Mobile Voip Business in 7 days,Finance & Accounting,1280.0,2.36,11,1039
Introduction to Accounting for Beginners to Advanced,Business,1280.0,4.43,17,1477
AJAX API exercise Crypto Currency Data Application,Development,6400.0,4.29,14,1065
Trello: From novice to guru in a week,Lifestyle,4800.0,0.0,0,0
IPv6 - learn the basics of the new IP protocol,IT & Software,1920.0,3.91,37,188
Fiverr Success For Beginners 2019 -  Zero To Hero In 30 Days,Finance & Accounting,1600.0,3.43,141,8367
QlikView: Data Analysis,Business,8640.0,3.76,11,86
Modern Javascript for Beginners 2020 + Javascript Projects,Development,8640.0,4.33,490,43650
Design tips for Webdesign  (no code),Lifestyle,8640.0,4.09,36,3908
The Absolute Beginners Guide to Cyber Security Part 3,IT & Software,6400.0,3.43,91,47815
U.S Startup & Small Business Registration And Business Law,Finance & Accounting,1280.0,4.29,78,2736
The Fundamentals of Risk-Based Auditing,Business,6400.0,3.76,53,206
Getting Started with Unity 2D Game Development,Development,8000.0,4.07,22,130
How To Be a Babysitter,Lifestyle,1920.0,4.62,4,5
Learn How to trade the Forex Market!,IT & Software,8640.0,3.08,3,9
Live trading 0.1btc into 1btc in 12 days,Finance & Accounting,2880.0,3.65,4,27
Marketing Promotion Plan,Business,1600.0,4.57,5,1008
"FULLSTACK Web Development- HTML,CSS, JavaScript, PHP, ELIXIR",Development,1280.0,4.06,51,1094
30 Days Challenge for a Better Time Management,Lifestyle,1920.0,3.27,47,6787
Understanding Annuities,IT & Software,0.0,4.03,66,2262
Double Business Profits - With Simple Online Marketing,Finance & Accounting,1280.0,4.29,17,3390
The Ultimate Guide to Reselling Items in the Facebook Groups,Business,2560.0,4.13,21,1271
Python for Beginners - Go from Java to Python in 100 Steps,Development,8640.0,4.41,617,3296
Navigating Family Relocation,Lifestyle,1600.0,2.5,1,1
10 Labs similar of the CCNA 200-125 exam,IT & Software,1600.0,4.21,4,26
Product Management 101,Finance & Accounting,1280.0,4.46,4960,40950
Being Strategic: Thinking and Acting with Impact,Business,8640.0,4.53,819,2318
The Complete Beginner's guide to LabView Programming,Development,1600.0,4.06,133,1048
Mastering The Power of The Mind,Lifestyle,1280.0,5.0,1,4
Complete Firebase Tutorial for Android App Development,IT & Software,4800.0,3.66,33,4037
Destroy financial blocks,Finance & Accounting,2240.0,4.31,4,1469
Body Language in the Workplace,Business,8640.0,4.29,160,20280
Learn the 2020 Advanced Python Programming,Development,8640.0,4.39,87,3141
Desperte a sua essência energética,Lifestyle,4160.0,0.0,0,5
Introduction to Google App Maker Part 1 of 5,IT & Software,8640.0,4.54,66,137
Data Presentation for Business: How to make great charts,Finance & Accounting,1920.0,3.48,50,5799
Beautiful Data Visualization Projects! D3.js for Beginners,Business,8640.0,3.83,3,51
Apache Spark Hands on Specialization for Big Data Analytics,Development,8960.0,3.51,504,12204
Video Marketing Made Easy Facebook/YouTube Video Ads Mastery,Lifestyle,8640.0,0.0,0,6
Cisco 300-101 - ROUTE - Implementing Cisco IP Routing,IT & Software,8640.0,4.6,7,91
Project Management Crash Course with PMLC,Finance & Accounting,8640.0,4.39,78,3828
Candlestick Reversal Trading with backtest results included,Business,8640.0,4.34,15,89
Learn PHP Programming for Absolute Beginners - Lite,Development,1280.0,4.22,72,2754
How a Nonfiction Author Becomes a Local Expert,Lifestyle,2560.0,4.3,5,845
Fiverr Freelancing 2020: Sell Fiverr Gigs Like The Top 1%,IT & Software,1280.0,4.65,534,23644
Simples Nacional (aprendendo a calcular tributos),Finance & Accounting,1280.0,3.5,22,76
UK Self Assessment Tax Return Filing Online,Business,1280.0,4.31,33,116
iOS 9 App Development For Beginners,Development,6400.0,4.58,76,11420
YouTube 101 For Creators,Lifestyle,1280.0,0.0,0,6
Office 365-Powershell for the Email Administrator,IT & Software,6400.0,4.31,63,554
The 5 secrets of acing your next interview,Finance & Accounting,1280.0,4.82,3,7
METALLURGY AND CORROSION ENGINEERING FOR AIM/RBI,Business,12800.0,4.31,29,88
Word add-in using c# vsto and web types,Development,1600.0,3.34,11,3882
Google SEO Ranking Factors - More Business by Ranking Higher,Lifestyle,0.0,4.39,120,4263
The Complete Guide to Ethical Hacking: Beginner to Pro,IT & Software,8640.0,4.02,3,12
B2B Sales Strategy to Close 2-5 Big Accounts Every Month,Finance & Accounting,2560.0,4.07,28,6913
The Ultimate ICO Training Course,Business,8640.0,4.59,17,90
An Absolute Beginner's Guide To Linux!,Development,1280.0,4.72,268,10047
How I Crafted A Landing Page To Convert At 71%,Lifestyle,8640.0,4.29,62,1936
"Virtual Private Networks for beginners - VPN, Cisco training",IT & Software,1600.0,4.07,708,7710
The Complete Beginners Online Trading Course: Stocks & Forex,Finance & Accounting,6400.0,4.51,196,4161
Masterclass: Start a Profitable Internet Cafe Business,Business,6400.0,4.1,12,750
Agile Business Analysis: Getting / Writing Lean Requirements,Development,8640.0,4.37,1498,8684
Minicurso: Navegação Otimizada,Lifestyle,2240.0,0.0,0,0
TODO SOBRE EL BITCOIN Y LAS CRIPTOMONEDAS EN UN SOLO CURSO,IT & Software,1280.0,3.75,39,1107
CFA Level 2 - Corporate Finance (2020 - 2021),Finance & Accounting,8320.0,4.29,23,169
MySQL and Database Management: From beginner to Expert,Business,6400.0,3.99,69,487
Blog Creation with Google Blogger Template & Basic WordPress,Development,8640.0,3.66,21,5428
ACRYLIC LANDSCAPES with a Painting Knife. Beginners Level 1,Lifestyle,1280.0,4.23,84,1732
Agile Vs Waterfall comparison + Agile Scrum Introduction,IT & Software,1280.0,4.49,34,1668
Forensic Accounting: Fraud Investigation!,Finance & Accounting,8640.0,4.59,27,127
SPSS Essentials: Statistics made easy,Business,1600.0,4.38,217,920
The Complete Bootstrap Masterclass Course - Build 4 Projects,Development,8640.0,3.82,785,49042
Game Asset Creation with Blender 2.8 & Substance Painter,Lifestyle,1280.0,4.81,26,124
Bitcoin and CryptoCurrency Jump Start Course,IT & Software,1280.0,4.57,55,3027
Learn how to be Disability Confident in Business.,Finance & Accounting,1600.0,4.35,11,32
Solar Energy Powered Photovoltaic Water Pump System Bootcamp,Business,6400.0,4.34,11,636
Software Development Mindsets For Successful Career,Development,1280.0,4.32,26,4706
Fun Nose work Games for Pet Dogs,Lifestyle,5440.0,4.07,128,1537
Android Kotlin Masterclass Using MVVM - Jetpack,IT & Software,6400.0,4.2,42,5621
A Beginners Guide To Creating Your First Online Business,Finance & Accounting,3200.0,1.94,3,724
Assisted Living - Transform Houses into Serious Cash-Flow!,Business,1280.0,3.85,16,296
A Beginner’s Guide To Linux Commands,Development,1280.0,4.59,39,354
Master Microsoft Visio 2016 the Easy Way,Lifestyle,6400.0,4.6,200,3374
Guía para la libertad financiera,IT & Software,3200.0,4.18,17,716
Get Customers Excited And Sell More Right NOW!,Finance & Accounting,3200.0,4.34,26,710
"Call/Contact Center Management, The essential Guide",Business,2240.0,4.0,7,19
"Installing Wordpress 5 - Installation, Registrars & Hosting",Development,2880.0,4.07,253,7567
Живопись акрилом. Красный закат,Lifestyle,8320.0,4.0,1,3
Importing from China - How to manage your first China trip,IT & Software,1280.0,4.03,39,936
Effective Agile Leadership: Lessons From The Corporate Scrum,Finance & Accounting,4480.0,4.24,56,161
Master Course in Tableau Prep - Prepare & Clean Data,Business,6400.0,4.59,533,2539
Unleashing the Javascript concepts : JS the beginners guide,Development,8320.0,4.35,11,508
MBTI in Practice,Lifestyle,3840.0,3.85,21,100
IT Governance: A Guide for IT Professionals,IT & Software,3520.0,3.67,90,1688
Management & Leadership Course for New Manager - BUS103,Finance & Accounting,1280.0,4.36,309,4383
Dynamics NAV - Setup new company from Scratch.,Business,1600.0,4.14,27,185
Java SELENIUM MasterClass CORE JAVA,Development,1280.0,3.48,85,5739
Animate a Logo in Adobe After Effects CC with Motion Graphic,Lifestyle,6400.0,4.48,14,422
Consistência Operacional na Bolsa de Valores,IT & Software,8640.0,4.56,2,22
Forex Basics: Learn how to read and analyze Forex charts,Finance & Accounting,8640.0,3.76,7,42
Daily Scrum – Avoid 19 Pitfalls of the Daily Scrum,Business,1920.0,4.3,27,438
Modern Android App Development Bootcamp With Kotlin 2020,Development,1280.0,4.43,506,7349
Proven Strategies How to write an article for your Success,Lifestyle,0.0,4.14,71,4398
An Introduction to Embedded Systems and STM32,IT & Software,3520.0,3.61,54,6629
"SEO, keywords and ranking WordPress websites with FREE tools",Finance & Accounting,1280.0,3.77,9,2174
DsFiverr: Dropshipping On Fiverr | Dominate Fiverr,Business,8640.0,4.18,12,79
Advanced Java programming with JavaFx: Write an email client,Development,8640.0,4.63,340,4402
2020 Guide to Generating Leads With Google Local Service Ads,Lifestyle,8640.0,4.64,71,10080
Minecraft Modding with Forge,IT & Software,3200.0,2.69,9,80
Grant writing - Improve your win rate,Finance & Accounting,1600.0,4.45,17,83
Introduction to Data Visualization,Business,3200.0,3.6,815,12483
ChatBots: How to Make a Facebook Messenger Chat Bot in 1hr,Development,1280.0,4.18,1146,86646
Fulfillment And Happiness In Your Work With Mindfulness,Lifestyle,1920.0,4.91,9,1036
How to run a business in Nigeria successfully.,IT & Software,1280.0,4.52,3,7
Reselling Gift Cards - Work from Home - Lifestyle Business,Finance & Accounting,6080.0,4.32,414,3944
Administer a Construction Contract,Business,1600.0,3.79,50,357
R: Complete Machine Learning Solutions,Development,8640.0,3.51,52,552
"A'dan, Z'ye 3dsMAX",Lifestyle,1920.0,4.61,242,975
Grafana Beginners to Advance Course for 2020,IT & Software,8640.0,4.28,69,8953
Etsy & Printful + Printify - Print on Demand Course 2020,Finance & Accounting,1280.0,4.86,15,1053
How to Confidently make Business Approaches that get Results,Business,8640.0,4.2,10,425
"Fast, Good & Cheap",Development,1920.0,4.5,198,1054
Working with Teams - Beginner,Lifestyle,1920.0,4.73,6,7
Communication for project managers and PMP candidates,IT & Software,4800.0,4.02,17,555
Elliott Dalgaları ve Neo Dalgalarında İtkisel Dalgalar & ROA,Finance & Accounting,7040.0,0.0,0,1
Service Desk and ITIL Fundamentals,Business,1280.0,4.11,188,2402
React Native Expo from Beginner to Pro :: Also with MeteorJS,Development,1920.0,4.13,839,39623
Learn how to start a branded blog for free and monetize,Lifestyle,1280.0,4.42,16,52
Learn How to Build a Computer,IT & Software,1600.0,4.55,331,1367
Passive Income: 7 Ways To Make Passive Income Online  - 2018,Finance & Accounting,7680.0,3.91,160,11406
INTRODUCTION TO INVESTING FOR COMPLETE BEGINNERS,Business,1280.0,4.56,45,3519
Learn Express,Development,1600.0,4.05,91,1393
Facebook e Instagram Ads I,Lifestyle,1280.0,5.0,1,5
Blogging for Beginners: How to Start a Successful Blog,IT & Software,1280.0,4.14,8,1298
Build a Fitness|Nutrition Online Business Working from Home,Finance & Accounting,8640.0,4.62,41,369
Sourcing Amazon FBA Replenishables,Business,1600.0,4.06,151,1305
Perl for Beginners: Learn A to Z of Perl Scripting Hands-on,Development,8640.0,4.15,177,3669
LinkedIn Marketing für Ein- und Aufsteiger,Lifestyle,6400.0,4.19,168,1402
Construction: Pricing Extension of Time Claims: Vol 1 of 2,IT & Software,8640.0,4.39,215,867
Become a Successful Product Reviewer on YouTube,Finance & Accounting,8640.0,4.58,238,7655
Outsourcing Pros and Cons and How to Outsource your Business,Business,8640.0,4.23,31,810
Data Manipulation in Python: A Pandas Crash Course,Development,8640.0,4.7,312,2448
How to Draw Heads - Step by Step - From Any Angle,Lifestyle,8640.0,4.61,1111,6814
Microsoft Azure Kubernetes Service(AKS) - ElasticSearch,IT & Software,1600.0,3.48,3,28
Finance pour non-financiers,Finance & Accounting,1280.0,4.21,10,33
ePLAN Electric P8 - The Essentials - For Beginners,Business,5120.0,4.7,144,359
Ultimate Java Development and Certification Guide,Development,1920.0,3.62,307,8177
"The ""HAKE"" watercolor painting wonderbrush and how to use it",Lifestyle,1280.0,4.71,62,4094
CERTIFIED REGULATORY COMPLIANCE MANAGER practice exams,IT & Software,1920.0,2.4,3,50
Financial Derivatives: A Quantitative Finance View,Finance & Accounting,8640.0,4.55,839,5622
Succeeding In Life - A Step-by-Step Blueprint,Business,8640.0,4.64,12,1095
Angular Programming MADE EASY : A Concise Angular Course,Development,8640.0,1.86,32,7042
Public Speaking Trainer: Enter the Presentation Training Biz,Lifestyle,8640.0,4.13,14,764
"Technical Analysis on BItcoin, Altcoins and Financial Market",IT & Software,3200.0,3.89,16,59
Start your marketing agency from home 2019,Finance & Accounting,1280.0,3.68,14,3780
"""Geometry Of Chance"" - strategy of defeating roulette",Business,2240.0,3.63,50,125
Web Scraping  for  Beginners with : Python | Scrapy| BS4,Development,7680.0,4.11,21,3572
Create comics without drawing,Lifestyle,8640.0,4.35,10,245
CompTIA Project+ (PK0-004) 6 Practice Test 300 questions,IT & Software,2240.0,3.61,41,268
Simple Forex Swing Trading Strategy in 25 mins,Finance & Accounting,1600.0,4.39,6,14
Financial Modeling: Build a Complete DCF Valuation Model,Business,6080.0,4.42,2792,16888
Learning Path: OpenCV: Master Image Processing with OpenCV 3,Development,8640.0,3.04,66,530
Affiliate Marketing Bootcamp,Lifestyle,1920.0,0.0,0,11
Your Ultimate Guide To UiPath RPA Development in 2020!,IT & Software,8960.0,3.71,61,302
Γίνε Μαγνήτης Αφθονίας!,Finance & Accounting,4480.0,4.85,21,59
Learn To Make Money Buying and Selling Diabetic Test Strips,Business,6400.0,4.08,12,62
Programming for Kids,Development,6400.0,3.95,23,92
Enhance Your Dungeons & Dragons (D&D) Adventures,Lifestyle,3200.0,4.01,34,230
10 Secrets How to compete with online roulette using system,IT & Software,1280.0,3.51,20,648
Declaração do Imposto de Renda 2020 - IRPF  - CURSO BÁSICO,Finance & Accounting,1920.0,4.05,7,16
Fundraising: 10+ Fundraising Ideas For Raising Capital,Business,1920.0,4.33,74,13244
HTML for beginners,Development,3840.0,4.43,78,9158
PowerPoint Presentations to Help Land a Job,Lifestyle,2240.0,0.0,0,1
Scrum Product Owner (PSPO I) Certification & 200+ Questions,IT & Software,1600.0,4.22,115,659
How to Start a Business Selling on eBay with Dropshipping,Finance & Accounting,6400.0,3.27,358,31637
Startup Selling: Sell More Stuff,Business,2880.0,3.7,15,2984
Learn Web Animation the Easy Way: An Intro to SVG and GSAP,Development,3200.0,4.35,377,1776
Poster Design From Scratch.,Lifestyle,6400.0,2.49,123,4900
Public Speaking Presentation: Writing a perfect Speech,IT & Software,8640.0,3.73,22,4146
Sales foundation: sales skills & sales hacks (FASTLANE),Finance & Accounting,4160.0,4.27,50,3764
Fundamentals of Plastics and Polymers,Business,1280.0,3.98,131,408
Complete C++ : Basic to Advanced,Development,8640.0,4.28,20,134
Encuadernación Básica III,Lifestyle,2560.0,4.5,1,3
AWS SysOps Administrator Associate - 2019,IT & Software,6400.0,4.46,146,6519
From Ordinary to Extraordinary  Leadership: An Overview,Finance & Accounting,1920.0,4.82,8,25
How to Communicate Effectively in Your Business,Business,1280.0,4.2,41,74
CSS3 Gradients for Web Designers,Development,1280.0,4.64,11,1218
AutoCAD 2020,Lifestyle,1600.0,4.06,18,1605
AZ-300 Azure Architect Technologies Practice Exams 2020,IT & Software,1280.0,1.37,3,9
